net,length_um
datamem._04283_,286.14
dp.regfile._04672_,285.99
datamem._06318_,285.92
dp.regfile._04571_,285.74
datamem._08442_,285.63
dp.regfile._04785_,285.6
datamem.wr_din0\[5\],285.22
datamem.mem\[61\]\[16\],285.19
datamem._12565_,285.06
datamem._12412_,284.88
datamem._10316_,284.87
datamem.mem\[61\]\[19\],284.79
datamem._04578_,284.24
datamem._05773_,284.11
datamem._05308_,283.72
dp.regfile._03414_,283.7
dp.regfile._04578_,283.69
dp.regfile._03357_,283.6
dp.regfile._04569_,283.25
datamem._05732_,282.94
datamem._12831_,282.68
datamem._06177_,281.85
datamem._08197_,281.82
datamem._09316_,281.76
dp.regfile._04921_,281.35
datamem._09311_,281.16
datamem._10591_,280.87
dp.regfile._04505_,280.33
dp.regfile._05019_,280.24
datamem._11228_,280.16
datamem._10622_,279.76
datamem._04188_,279.64
dp.regfile._05373_,279.48
datamem._10597_,279.36
datamem._10314_,279.01
datamem._12031_,278.5
cu.immed_genEX.inst\[12\],278.47
datamem._04839_,278.18
datamem._08229_,278.17
datamem._06414_,278.14
datamem._10593_,278.11
datamem._12465_,277.92
dp.regfile.wr_din0\[21\],277.76
datamem._11998_,277.42
datamem._10610_,277.38
dp.regfile._04516_,277.38
datamem._12376_,277.315
datamem._11185_,277.1
datamem._04880_,277.04
datamem._05339_,276.94
datamem._12558_,276.46
datamem._07643_,275.96
datamem._11788_,275.85
datamem._06560_,275.66
clknet_5_17__leaf_clk,275.38
clknet_1_0__leaf_dp.regfile._05733_,275.24
datamem._11319_,275.16
dp.regfile._04532_,274.91
datamem._05250_,274.75
datamem._04164_,274.23
datamem._04459_,273.89
datamem._11226_,273.88
datamem._04237_,273.64
datamem._08187_,273.64
dp.regfile._03251_,273.46
datamem._06185_,273.18
datamem._09715_,272.91
datamem._06149_,272.82
datamem._05736_,272.4
datamem._09589_,271.95
datamem._11760_,271.74
datamem._11984_,271.655
datamem._10584_,271.6
datamem._06561_,271.58
dp.regfile._03565_,271.34
datamem._05785_,271.18
datamem._11805_,271.16
datamem._11328_,270.92
datamem._11255_,270.9
datamem._07859_,270.86
datamem._12350_,270.655
dp.regfile._04596_,270.28
clknet_5_21__leaf_clk,269.6
datamem._04266_,269.52
datamem._04230_,269.47
datamem._04257_,269.08
datamem.mem\[61\]\[18\],268.85
datamem._07645_,268.65
dp.regfile._02526_,268.46
datamem._05219_,268.28
net43,268.22
datamem._06270_,267.82
datamem._04593_,267.6
datamem._06490_,267.555
datamem._10318_,267.3
datamem._12004_,266.97
datamem.mem\[61\]\[21\],266.68
datamem._08444_,266.64
datamem._06322_,266.375
datamem._06260_,266.2
dp.regfile._03389_,265.72
datamem._11599_,265.705
datamem._08193_,265.62
datamem._09578_,265.52
datamem._04592_,265.39
datamem._05728_,264.98
datamem._09719_,264.39
dp.regfile._03033_,263.53
datamem._04797_,263.5
dp.regfile._03364_,263.42
datamem._11838_,263.03
datamem._09717_,262.7
datamem._06306_,262.67
net232,262.67
dp.regfile._04579_,262.665
datamem._04985_,262.6
datamem._10624_,262.43
datamem._04601_,262.36
datamem._04205_,262.1
datamem._04236_,262.08
dp.regfile._03410_,262.02
dp.regfile._02304_,261.82
datamem._05664_,261.8
datamem._11394_,261.36
dp.regfile._03673_,261.22
datamem._05906_,260.94
datamem._05927_,260.78
datamem._06195_,260.26
datamem._10614_,260.2
datamem._05428_,260.1
dp.regfile._02051_,260.055
datamem._11740_,259.59
datamem._11808_,259.495
dp.regfile._04557_,259.34
datamem.wr_din0\[2\],259.12
datamem._08184_,259.1
datamem._10320_,259.04
datamem._11290_,258.93
datamem._11272_,258.88
datamem._12100_,258.39
datamem._09314_,257.84
datamem._12789_,257.7
datamem._08017_,257.64
datamem._11338_,257.46
datamem._12021_,257.43
datamem._10418_,257.14
datamem._12233_,256.39
dp.regfile._02744_,256.34
datamem._05929_,255.91
datamem._06268_,255.875
dp.regfile._02694_,255.8
datamem._12788_,255.77
datamem._08753_,255.72
dp.regfile._02123_,255.63
datamem._04896_,255.58
datamem._09611_,255.18
datamem._06205_,254.82
dp.regfile._04064_,254.44
datamem._11540_,253.98
dp.regfile._05159_,253.9
datamem._06569_,253.66
datamem._05517_,253.62
dp.regfile._05406_,253.62
dp.regfile._02160_,253.35
datamem._11239_,252.99
datamem._06801_,252.97
datamem._07343_,252.85
datamem._10587_,252.45
datamem._05720_,252.18
datamem._12375_,251.92
datamem._05813_,251.77
datamem._04484_,251.65
datamem._08440_,251.38
datamem._07138_,251.22
dp.regfile._03793_,251.1
datamem._05041_,251.04
dp.regfile._04960_,250.76
datamem._04616_,250.59
datamem._10599_,250.34
clknet_5_18__leaf_clk,250.3
datamem._06566_,249.94
dp.regfile._04558_,249.91
datamem._11298_,249.43
dp.regfile._03712_,249.4
datamem._09619_,249.33
dp.regfile._03412_,249.31
datamem._05819_,249.28
datamem._07482_,249.16
datamem._11614_,248.88
datamem._10626_,248.5
dp.regfile._04098_,248.5
dp.regfile._02269_,248.23
dp.regfile._05260_,248.18
net53,247.81
dp.regfile._02305_,247.66
dp.regfile._04244_,247.54
datamem._11632_,247.41
datamem._10589_,247.28
datamem._05724_,247.26
dp._0471_,247.08
dp.regfile._03642_,246.94
dp.funit_S_EXMEM.Q\[18\],246.89
net54,246.87
datamem._04787_,246.51
clknet_5_1__leaf_clk,245.8
datamem._04696_,245.76
datamem._11446_,245.7
datamem._06807_,245.56
datamem._11339_,245.52
dp.regfile._02925_,245.19
datamem._08437_,244.8
dp.regfile._03428_,244.59
dp.regfile._03409_,244.44
datamem.wr_din0\[1\],243.94
dp.regfile._03564_,243.86
datamem._05801_,243.84
net97,243.42
dp.regfile._04529_,243.41
dp.regfile._03411_,243.38
clknet_5_19__leaf_clk,243.25
datamem._05807_,243.22
datamem._04152_,242.98
dp.regfile._03961_,242.85
datamem._06072_,242.82
dp.regfile._03676_,242.8
dp.regfile._04591_,242.79
datamem._06258_,242.63
datamem._09206_,242.58
dp.regfile._03430_,242.44
datamem._06563_,242.4
datamem._11214_,242.22
dp.regfile._04594_,242.02
dp.regfile._03344_,242
datamem._08109_,241.85
datamem._04586_,241.82
datamem._05917_,241.47
dp.regfile._02200_,241.47
datamem._04891_,241.465
datamem._12822_,241.46
dp.regfile._02052_,241.34
dp.regfile._04629_,241.3
dp.regfile._03415_,241.095
dp.regfile._04703_,240.93
dp.regfile._05190_,240.78
dp.regfile._03745_,240.74
dp.regfile._03892_,240.32
dp.funit_S_EXMEM.Q\[20\],240.27
datamem._05822_,240.22
datamem._08195_,240.22
datamem._09593_,240.17
datamem._09581_,240.06
datamem._11314_,239.93
datamem._04408_,239.91
dp.regfile._04877_,239.7
datamem._06804_,239.6
dp.regfile._05226_,239.54
dp.funit_S_EXMEM.Q\[23\],239.06
datamem._09591_,238.75
dp.regfile._05031_,238.62
dp.regfile._03829_,238.54
dp.regfile._05376_,238.54
dp.regfile._03993_,238.26
dp.regfile._04628_,238.19
net67,237.95
dp.regfile._04081_,237.88
datamem._06253_,237.84
datamem._04786_,237.56
dp.regfile._05064_,237.42
datamem._11297_,237.32
datamem._11386_,236.98
datamem._10421_,236.74
datamem._10305_,236.3
dp.regfile._04842_,236.28
datamem._10310_,235.7
dp.funit_S_EXMEM.Q\[25\],235.7
datamem._11615_,235.46
dp.regfile._02054_,235.41
dp.regfile._03395_,235.32
net125,235.16
dp.regfile._02548_,234.6
datamem._12020_,234.51
dp.regfile._04026_,234.48
dp.regfile._04810_,234.48
datamem._04642_,234.18
datamem._04799_,234.18
dp.regfile._04912_,234.06
dp.regfile.rd_dout0\[3\],233.98
clknet_1_1__leaf_dp.regfile._05655_,233.77
datamem._06266_,233.7
datamem._08973_,233.68
dp.funit_S_EXMEM.Q\[29\],233.58
dp.regfile_rd_dout1_EXMEM.D\[7\],233.51
dp.regfile._02525_,233.48
dp.regfile._03578_,233.44
datamem._04623_,233.36
datamem._06210_,233.36
datamem._05825_,233.22
datamem._04405_,233.21
datamem._12415_,233.21
dp.regfile._04702_,233.18
dp.regfile._02998_,233.17
dp.regfile._02702_,232.78
dp.regfile._03427_,232.625
dp.regfile._05128_,232.605
datamem._11605_,232.42
dp.funit_S_EXMEM.Q\[22\],232.32
datamem._04585_,232.16
datamem.wr_din0\[0\],232.1
dp.regfile._03347_,232.09
datamem._06200_,232.07
dp.funit_S_EXMEM.Q\[13\],231.8
dp.regfile._03861_,231.72
datamem._04624_,231.08
datamem._12027_,230.97
datamem._06077_,230.64
dp.regfile._05307_,230.585
datamem._04669_,230.54
datamem._09725_,230.46
datamem._06575_,230.24
datamem._07656_,230.14
dp.regfile._03216_,230.14
dp.regfile._05616_,229.92
dp.funit_S_EXMEM.Q\[24\],229.84
dp.regfile._04214_,229.46
dp.regfile._05466_,229.38
dp.regfile._03672_,229.32
dp.funit_S_EXMEM.Q\[16\],229.25
datamem.wr_din0\[3\],229.12
datamem._11644_,228.5
datamem._11633_,228.39
datamem._06488_,228.19
datamem._11347_,228.06
datamem._04224_,227.88
datamem._12028_,227.83
datamem._08059_,227.74
dp.regfile._04564_,227.605
dp.regfile._04274_,227.46
dp.regfile._03340_,227.07
dp.regfile._04509_,227.02
datamem._11801_,226.8
datamem._05769_,226.69
dp.regfile._04998_,226.66
dp.regfile._03034_,226.45
dp.funit_S_EXMEM.Q\[28\],226.42
dp.regfile._04778_,226.36
datamem._06572_,226.26
datamem._10713_,226.26
dp.regfile._03941_,226.18
datamem._06912_,226.08
dp.regfile._03925_,225.94
dp.regfile._05095_,225.87
dp.regfile._04304_,225.76
datamem._05606_,225.64
datamem._04622_,225.43
datamem._12261_,225.01
dp.regfile._03474_,224.79
datamem._12467_,224.73
dp.funit_S_EXMEM.Q\[21\],224.18
datamem._06262_,224.14
dp.regfile._05436_,224.06
dp.funit_S_EXMEM.Q\[26\],223.97
dp.regfile_rd_dout1_EXMEM.D\[4\],223.82
dp.regfile.rd_dout0\[5\],223.56
cu.pc_updater.adder._00_,223.55
clknet_1_1__leaf_dp.regfile._05700_,223.48
dp.regfile._04751_,223.3
datamem._06505_,223.02
datamem._11606_,222.9
dp.regfile._02700_,222.69
datamem._04971_,222.58
dp.regfile._03611_,222.08
dp.regfile._04539_,221.92
datamem._07484_,221.88
dp.regfile_rd_dout1_EXMEM.D\[5\],221.78
dp.regfile._02888_,221.61
datamem._05748_,221.6
datamem._04435_,221.4
dp.regfile.rd_dout0\[4\],221.36
dp.regfile._04207_,221.32
dp.regfile._04498_,221.21
dp.regfile._03319_,220.97
datamem._07428_,220.86
dp.regfile._03332_,220.34
datamem._05765_,220.28
datamem._12469_,220.28
datamem._11200_,220.205
datamem._05695_,219.89
datamem._11274_,219.78
datamem._04430_,219.68
datamem._11382_,219.66
dp.regfile._03512_,219.32
dp.regfile._04023_,219.28
dp.regfile._05241_,219.28
datamem._07490_,218.965
datamem._11835_,218.34
datamem._07452_,218.26
dp.regfile._02049_,217.71
dp.regfile.rd_dout0\[2\],217.56
dp.regfile._04484_,217.28
dp.regfile._03335_,217.24
dp.regfile_rd_dout1_EXMEM.D\[3\],217.18
dp.regfile_rd_dout1_EXMEM.D\[6\],216.79
datamem._12209_,216.52
datamem._06820_,216.49
dp.regfile._03374_,216.295
datamem._06314_,216.16
dp.regfile._04146_,216.07
dp.regfile._04640_,215.86
dp._0216_,215.84
datamem._12428_,215.74
datamem._12651_,215.7
dp.funit_S_EXMEM.Q\[17\],215.67
dp.regfile._05207_,215.64
datamem._05932_,215.62
datamem._07396_,215.43
datamem._11746_,215.22
datamem._06079_,214.82
dp.regfile._05204_,214.79
datamem._06880_,214.54
datamem._08199_,214.38
dp.funit_S_EXMEM.Q\[19\],214.25
dp.regfile._05326_,213.96
datamem._11203_,213.335
datamem._07486_,213.3
dp.regfile._04495_,213.23
dp.regfile._04364_,213.2
datamem._06871_,213.18
datamem._11336_,213.03
datamem._07506_,212.82
dp.regfile._04675_,212.82
dp.regfile._05345_,212.19
datamem._07042_,212.08
dp.regfile._02889_,212.02
dp.regfile._05279_,211.94
datamem._11590_,211.78
datamem._08053_,211.74
dp.regfile._04714_,211.48
dp.regfile._03435_,211.42
datamem._12416_,211.34
dp.regfile._04182_,211.26
datamem._06558_,211.09
datamem._11550_,211.04
dp.regfile._03543_,211.02
dp.regfile._03341_,210.91
dp.regfile._03378_,210.68
datamem._11197_,210.57
net84,210.57
datamem._06365_,210.25
dp.regfile._04599_,210.24
datamem._07916_,210.17
dp.regfile._05526_,210.12
dp._0456_,209.98
datamem._12232_,209.7
datamem._07288_,209.62
dp.regfile._04501_,209.61
dp.regfile._04745_,209.48
datamem._06647_,209.47
datamem._06190_,208.6
datamem._08129_,208.2
dp.regfile._03477_,207.84
clknet_1_0__leaf_dp.regfile._05744_,207.81
dp.regfile._04118_,207.72
dp.regfile._04050_,207.56
dp.regfile._04883_,207.48
datamem._06215_,207.42
datamem._08772_,207.32
datamem._08110_,207.28
datamem._11146_,207.16
datamem._11797_,207.14
dp.funit.FS\[0\],206.99
dp.regfile._05202_,206.98
dp.regfile._02997_,206.89
datamem._04194_,206.86
datamem._07971_,206.68
dp.regfile._02680_,206.66
datamem._11348_,206.52
datamem._04132_,206.5
cu.pc_updater._075_,206.45
dp.funit.alu.rcas._01_,206.23
datamem._06264_,206.1
dp._0484_,205.72
dp.regfile._04120_,205.59
dp.regfile._04003_,205.5
datamem._07934_,205.44
datamem._04877_,205.4
datamem._09401_,205.36
datamem._06637_,205.21
datamem._12466_,204.58
dp.regfile._04643_,204.46
dp.regfile._05237_,204.32
dp.regfile._03977_,204.25
datamem._04678_,204.14
dp.regfile._02197_,204.07
datamem._05977_,203.92
clknet_5_20__leaf_clk,203.71
dp.regfile.rd_dout0\[7\],203.42
dp.regfile._05496_,203.26
dp.regfile._03071_,202.99
datamem._04262_,202.83
dp.regfile._05197_,202.73
datamem._11631_,202.58
datamem._04429_,202.52
dp.regfile._02415_,202.14
datamem._11927_,201.44
dp.regfile._03586_,201.44
dp.regfile._04116_,201.36
datamem._10322_,201.28
dp.regfile._04507_,200.93
dp.regfile._05282_,200.66
dp.regfile._04619_,200.62
datamem._07712_,200.4
datamem._04695_,200.38
datamem._10168_,200.32
dp.regfile._03396_,200.06
dp.regfile.rd_dout0\[6\],199.965
dp.regfile._05751_,199.96
dp.regfile._02706_,199.91
datamem._11210_,199.83
dp.regfile._04076_,199.82
datamem._07603_,199.56
datamem._12625_,199.52
clknet_1_1__leaf_dp.regfile._05689_,199.34
dp.regfile._02135_,198.95
datamem._10425_,198.94
datamem._06152_,198.89
dp.funit_S_EXMEM.Q\[27\],198.59
dp.regfile._04042_,198.57
dp.regfile._03685_,198.41
cu.pc_updater._079_,198.23
datamem._09700_,198.14
datamem._06025_,197.98
datamem._05713_,197.87
dp.regfile._04072_,197.59
datamem._11263_,197.57
datamem._06220_,197.24
datamem._04883_,197.16
datamem._08549_,197.09
dp.regfile._05324_,197.05
clknet_1_1__leaf_dp.regfile._05698_,196.81
datamem._11493_,196.66
datamem._06182_,196.48
datamem._11692_,196.32
datamem._11205_,196.24
datamem._11839_,196.19
dp.regfile._05586_,195.8
dp.regfile._04513_,195.57
dp.regfile._04051_,195.47
dp.regfile._05646_,194.92
dp.regfile._05141_,194.88
datamem._09478_,194.85
datamem._04693_,194.72
dp.regfile._05342_,194.5
dp.regfile._05256_,194.44
datamem._12725_,194.18
cu.pc_updater.adder.carry_connector\[20\],193.96
datamem._11726_,193.68
datamem._06695_,193.22
dp.regfile._04424_,193.22
datamem._11950_,193.16
datamem._08474_,193.13
datamem._12833_,193.12
dp.regfile.rd_dout0\[1\],193.1
datamem._04475_,192.965
dp.regfile._02537_,192.46
datamem._11944_,192.435
datamem._07440_,192.41
datamem._06960_,192.31
datamem._04772_,192.06
datamem._05884_,191.95
dp.regfile._04454_,191.95
datamem._09364_,191.91
dp.regfile._02817_,191.84
dp.regfile._03358_,191.78
datamem._04692_,191.56
datamem._10510_,191.49
datamem._11294_,191.48
dp.regfile._03863_,191.48
dp.regfile._02816_,191.44
datamem._07051_,191.38
dp.regfile._04334_,191.36
datamem._07457_,191.22
datamem._06607_,191.16
datamem._11261_,190.82
datamem._05888_,190.8
datamem._11996_,190.62
datamem._07090_,190.48
dp.regfile._04561_,190.27
dp.regfile._05096_,189.72
dp.regfile._02803_,189.69
datamem._11795_,189.58
dp.regfile._04038_,189.48
dp.regfile._02488_,189.41
dp.regfile._02839_,189.12
dp.regfile._03574_,188.5
dp.regfile._03583_,188.44
dp.regfile._03950_,188.43
dp.funit.FS\[3\],188.37
datamem._08428_,188.36
datamem._07726_,188.08
dp._0398_,188.01
dp.regfile._03108_,187.98
datamem._06686_,187.92
datamem._08744_,187.91
datamem._06081_,187.72
dp.regfile._02961_,187.68
datamem._07515_,187.34
datamem.wr_addr0\[0\],187.015
dp.regfile._04039_,187
dp.regfile._04069_,186.98
clknet_1_1__leaf_dp.regfile._05678_,186.77
datamem._08063_,186.42
dp.regfile._05200_,186.39
datamem._07488_,185.77
datamem._07815_,185.67
datamem._09966_,185.67
dp.regfile._03626_,185.42
datamem._07536_,185.39
datamem._06810_,185.3
dp.regfile._02828_,185.14
cu.immed_genEX.inst\[14\],185.08
dp.regfile._04590_,185.04
datamem._12330_,185
datamem._09609_,184.98
datamem._11544_,184.94
datamem._09605_,184.9
dp.regfile._03932_,184.88
dp.regfile._02161_,184.75
net139,184.72
datamem._06138_,184.68
dp.regfile._02705_,184.57
datamem._12425_,184.46
datamem._05816_,184.34
datamem._04641_,184.29
datamem.wr_addr0\[2\],184.26
dp.regfile_rd_dout1_EXMEM.D\[9\],184.1
dp.regfile._05035_,183.925
datamem._12782_,183.85
dp._0505_,183.7
dp._0475_,183.56
dp.regfile._03426_,183.5
dp.regfile._02745_,183.32
datamem._11894_,183.06
datamem._07694_,182.82
datamem._08185_,182.82
datamem._07989_,182.8
datamem._08885_,182.72
datamem._09029_,182.67
datamem._09559_,182.555
dp.regfile._03093_,182.44
dp.regfile._04035_,182.44
datamem._07584_,182.24
datamem._12450_,182.06
dp.regfile._03994_,182.02
dp.regfile._05033_,181.86
datamem._06087_,181.84
datamem._06553_,181.74
datamem._08119_,181.66
dp.regfile._02911_,181.62
datamem._09691_,181.3
datamem._08268_,180.85
dp.regfile._03692_,180.81
dp.regfile._04138_,180.77
datamem._08148_,180.61
datamem._07297_,180.5
dp.regfile._03467_,180.47
net154,180.42
datamem._07797_,180.195
datamem._09786_,180.08
datamem._04279_,179.93
datamem._12844_,179.76
clknet_1_1__leaf_dp.regfile._05733_,179.73
datamem._08287_,179.68
dp.regfile._03643_,179.44
dp.regfile._03252_,179.4
datamem._08175_,179.08
dp.regfile._04858_,179.005
datamem._06522_,178.89
dp.regfile._03951_,178.77
datamem._11444_,178.62
datamem._11642_,178.6
net30,178.44
dp.regfile._04633_,178.1
dp.regfile._02962_,178
dp.regfile._03401_,177.86
datamem._07716_,177.66
datamem.rd_dout0\[6\],177.63
datamem._11636_,177.52
datamem._11552_,177.41
datamem._11417_,177.38
datamem._10131_,177.19
datamem._04619_,177.13
dp.regfile._02704_,177.06
datamem._04467_,176.88
datamem._08061_,176.88
datamem._12546_,176.64
clknet_1_0__leaf_dp.regfile._05655_,176.57
dp._0402_,176.49
datamem._12781_,176.24
net171,176.23
dp.regfile._03728_,176.19
datamem._08306_,175.94
datamem._09642_,175.88
datamem._04613_,175.84
dp.funit.A\[4\],175.74
dp.regfile._04565_,175.58
datamem._04517_,175.5
datamem._07879_,175.47
dp._0479_,175.21
datamem._05716_,175.1
dp.regfile._02055_,175.08
dp._0504_,174.9
dp.regfile._04679_,174.9
dp.regfile._04932_,174.83
datamem._10150_,174.69
datamem._08044_,174.52
datamem._04683_,174.51
datamem._10742_,174.31
dp.regfile._04522_,174.3
datamem._11526_,174.04
datamem._04764_,173.7
datamem.rd_dout0\[4\],173.48
datamem._07029_,173.36
dp.regfile._05308_,173.28
datamem._11232_,173.26
dp.regfile._05556_,173.22
datamem._06941_,172.94
datamem.wr_strb\[2\],172.82
datamem._06127_,172.8
datamem._10714_,172.78
datamem._04470_,172.72
datamem.rd_dout0\[7\],172.55
clknet_1_1__leaf_dp.regfile._05663_,172.53
dp.regfile._04394_,172.3
dp.regfile._02379_,172.23
dp.regfile._03688_,172.23
datamem._06234_,172.06
datamem._07027_,172
dp.funit.A\[7\],172
datamem._10433_,171.93
datamem._08139_,171.9
datamem._11849_,171.69
dp.regfile._03352_,171.525
dp.regfile._05123_,171.51
datamem._06083_,171.495
datamem._08947_,171.48
datamem.wr_addr0\[1\],171.34
datamem._11938_,171.22
datamem._10751_,171.19
datamem._04741_,170.98
datamem._06308_,170.74
datamem._06628_,170.61
datamem._08838_,170.56
datamem._04689_,170.41
cu.cwordID\[18\],170.24
datamem._08239_,170
datamem._08057_,169.89
datamem._08325_,169.88
datamem._11537_,169.88
datamem._10637_,169.76
dp.regfile._04179_,169.735
datamem.rd_dout0\[3\],169.72
dp.funit.A\[3\],169.69
clknet_1_1__leaf_dp.regfile._05681_,169.69
datamem._04867_,169.66
datamem._12055_,169.58
datamem._10464_,169.54
dp.regfile._02452_,169.52
dp.regfile._02853_,169.44
dp._0175_,169.42
datamem._09238_,169.41
datamem._08220_,169.35
datamem._11737_,169.26
dp.regfile._02242_,169.2
dp.regfile._02756_,169.1
datamem._11296_,169.08
datamem._09094_,169.05
datamem._11842_,169.02
datamem._04963_,168.8
dp.funit_S_EXMEM.Q\[31\],168.8
datamem._06753_,168.72
dp.funit.alu.rcas._03_,168.54
datamem._06618_,168.52
datamem._07477_,168.52
datamem._11022_,168.49
datamem._09738_,168.46
datamem._12746_,168.2
dp.regfile._04508_,168.08
datamem._11235_,167.81
dp.regfile._02767_,167.44
datamem._10423_,167.4
datamem._12229_,167.22
datamem._07279_,167.08
datamem._12816_,167.07
clknet_1_1__leaf_dp.regfile._05667_,166.95
